Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,+FC_dummy,FC_dummy,TS_dummy,GR_dummy,RA_dummy,DZ_dummy,SN_dummy,SG_dummy,GS_dummy,PL_dummy,IC_dummy,FG+_dummy,FG_dummy,BR_dummy,UP_dummy,HZ_dummy,FU_dummy,VA_dummy,DU_dummy,DS_dummy,PO_dummy,SA_dummy,SS_dummy,PY_dummy,SQ_dummy,DR_dummy,SH_dummy,FZ_dummy,MI_dummy,PR_dummy,BC_dummy,BL_dummy,VC_dummy
2007-05-01,0.6105671676100848,-0.6506886733810584,0.01379892541605103,-0.2229116042101749,-0.326281270500637,-0.5921828222538392,-0.5490188970127992,0.0,0.0,-0.3210744348496733,-0.9799817244154535,-0.9683761644316963,-1.4747263718017147,0.9143861016844123,0.19748241492868163,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,-0.6223908782092163,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-02,-1.4765268718024993,-1.4240546218807906,-1.508413212283431,-1.0666638706605729,-1.2928676460803423,1.6910171030982877,-0.8881526848444569,0.0,0.0,-0.3210744348496733,0.7878284451183748,0.7417074701179135,1.6771776934208333,-1.336410456307987,1.5156807328460686,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,1.6067073522627215,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-03,-0.8677911103071622,-1.0373716476309245,-0.985152789949234,-1.254164374316217,-1.1854691599048195,0.875588558329671,-0.8881526848444569,0.0,0.0,-0.3210744348496733,0.8509645226017363,0.9317167628456555,1.314569261138593,-1.042828296569848,1.0448956193041448,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,-0.6223908782092163,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-04,-0.8677911103071622,-0.7473594169435249,-0.8424454020399076,-1.1604141224883948,-0.9706721875537739,0.5494171404222242,-0.8881526848444569,0.0,0.0,-0.30919086219375014,0.34587590273491214,0.48836174648093933,0.9519608288563534,-0.944967576657135,0.6996532027067341,0.0,0.0,-0.3661316543125934,0.0,1.3450502984437092,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,-0.6223908782092163,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-05,-0.8677911103071622,-0.3606764426936588,-0.6521688848274724,-1.4416648779718608,-1.0780706737292967,0.22324572251477756,-0.8881526848444569,0.0,0.0,-0.30919086219375014,0.9141006000850752,0.8050439010271684,1.314569261138593,-1.042828296569848,1.076281293540273,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,-0.6223908782092163,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-06,-0.6938666070227801,-0.7473594169435249,-0.74730714343369,-2.1916668925944367,-1.4002661322558652,0.3863314314685009,-0.8881526848444569,0.0,0.0,-0.3210744348496733,1.9874139173020624,2.0084360883028074,2.0676790820324764,-0.651385416918996,2.0178515206241205,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,-0.6223908782092163,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-07,0.6105671676100848,-0.940700904068458,-0.1289084624932754,-1.1604141224883948,-0.5410782428516826,-0.5921828222538392,-0.8881526848444569,0.0,0.0,-0.30919086219375014,0.7878284451183748,0.9317167628456555,0.4498876149270977,0.0336396224699951,0.6054961799983491,0.0,0.0,-0.3661316543125934,0.0,1.3450502984437092,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,-0.6223908782092163,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-08,0.5236049159678938,-0.2640056991311923,0.15650631332537746,0.4333401585845791,0.31810964655249985,-0.5921828222538392,-0.3794520030969703,0.0,0.0,-0.3210744348496733,0.2196037477682117,0.3616888846624522,-1.195796808507684,-0.651385416918996,-0.8696305090996789,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,1.6067073522627215,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-09,0.08879365775693882,0.41268950580607333,0.2516445719315951,0.5270904104124011,0.4255081327280227,-0.5921828222538392,-0.20988510918114142,0.0,0.0,-0.012101545795671687,-0.28548487209858997,-0.20833899352075108,-0.861081332554847,-0.847106856744422,-0.7440878121551657,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,1.6067073522627215,0.0,3.6081917381214126,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
2007-05-10,0.6975294192522759,-0.07066421200625925,0.3467828305378127,-0.1291613523823529,0.10331267420145425,-0.5921828222538392,-0.04031821526531254,0.0,0.0,-0.3210744348496733,-0.3486209495819514,-0.3350118553392382,-1.7536559350957455,-0.06422109744271792,-1.4031869711138591,0.0,0.0,-0.3661316543125934,0.0,-0.7434666206587591,-0.2025299670494246,-0.02607315963394304,0.0,0.0,0.0,0.0,-0.10482848367219184,-0.1259881576697424,1.6067073522627215,0.0,-0.27714713423756276,-0.05838078700867157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02607315963394304,0.0,0.0,0.0,-0.04519076877005514,0.0,-0.04519076877005514,0.0,-0.07392212709545729
